id	dateofincorporation	nacerev1primarycode
PL37104	2000	5511
PL37105		5170
PL37106	1998	2320
PL37107	2000	7414
PL37108	1999	5134
PL37109	1988	1600
PL37110	1998	5010
PL37111		7420
PL37112	1994	7414
PL37113	1997	2971
PL37114	1997	2663
PL37115	2000	2811
PL37116	2000	7440
PL37117	1984	5211
PL37118	2000	7414
PL37119	1999	2914
PL37120	1999	2852
PL37121	2000	7020
PL37122	2000	5170
PL37123		123
PL37124	1991	1830
PL37125	1996	2661
PL37126	1988	2522
PL37127	1999	6312
PL37128	2000	6321
PL37129	1998	3430
PL3713	1989	5170
PL37130	1999	3161
PL37131	1999	5145
PL37132	1994	7020
PL37133	1998	7020
PL37134	1998	1711
PL37135	1997	4521
PL37136	1998	4100
PL37137	2000	7220
PL37138	1999	2875
PL37139	1998	8511
PL37141	2000	9000
PL37142	1999	2940
PL37143	1997	2952
PL37144	1999	4521
PL37145	1999	5170
PL37146	2000	2951
PL37147	1999	6420
PL37148	2000	6025
PL37149		2666
PL37150	1994	2222
PL37151	1996	2121
PL37152	1995	8511
PL37153	1999	4521
PL37154	1990	5164
PL37155	1993	5170
PL37156	1995	5153
PL37157	1999	2874
PL37158	1999	1533
PL37159	1995	5133
PL37160	1997	5010
PL37161	1998	5136
PL37162	1998	7530
PL37163		5170
PL37164	2000	6712
PL37165	1998	7031
PL37166	1995	2612
PL37167	1999	4030
PL37168	1999	5139
PL37169	1998	5118
PL37170	1993	7440
PL37171	1991	6322
PL37172	1997	9000
PL37173	1999	6713
PL37174	1999	2811
PL37176		6720
PL37177	1995	5030
PL37178	1993	4534
PL37179	1999	2751
PL3718	1990	1511
PL37181	1998	2466
PL37182	2000	7414
PL37183	1974	8511
PL37184	1991	4521
PL37185	1998	2742
PL37186	1997	2524
PL37188	1999	7530
PL37189	1980	8511
PL37190	1993	5050
PL37191	1999	7260
PL37192	1961	6021
PL37193	1995	4010
PL37194	1999	5154
PL37195	1993	5170
PL37196	1998	7420
PL37197	1999	4100
PL37198	1998	6713
PL37199	1999	6025
PL37200		4521
PL37201	1950	3330
PL37202	1999	5145
PL37203	1991	4521
PL37204	1991	9000
PL37205	1949	8511
PL37206	1999	2661
PL37207	1979	7230
PL37209	1997	5170
PL37210	1996	2661
PL37211	1880	6021
PL37212	1997	5151
PL37213	2000	3120
PL37214	1995	5170
PL37215		7031
PL37216	1993	7020
PL37217	1999	7134
PL37218	1997	4521
PL37219	2000	2622
PL37220	1997	5153
PL37221	1997	2822
PL37222	1997	6521
PL37223	2000	2651
PL37224		4523
PL37225	1997	5138
PL37226	1997	5170
PL37227	1999	4020
PL37228	1997	2222
PL37229	1999	7530
PL3723	1937	2851
PL37230	1998	8511
PL37232	1990	5151
PL37233	1997	5010
PL37234	1998	5134
PL37235	2000	2624
PL37236	1997	5119
PL37237	1998	5138
PL37238	1994	4523
PL37239	1999	2874
PL37240	1999	2751
PL37241	1997	4521
PL37243	1997	5170
PL37244	1996	4010
PL37245	1998	6420
PL37246	2000	6330
PL37247	2000	5155
PL37248	2000	1589
PL37249	1999	6420
PL37250	1999	2821
PL37251	1992	2811
PL37252	1999	5152
PL37253		5170
PL37254	1998	8511
PL37255	1973	8511
PL37256	1999	
PL37257	1995	3310
PL37258	1999	6523
PL37259	1996	9000
PL37261	1976	6021
PL37262	2000	2852
PL37263	1998	5170
PL37264	1999	4030
PL37265	1996	7260
PL37266	1984	8511
PL37267	2000	2951
PL37268	1999	2663
PL37269	1995	3210
PL3727	1894	2751
PL37270	1998	3320
PL37271	1999	5511
PL37272	1958	1561
PL37273	1999	4025
PL37274	2000	1589
PL37275	1998	8511
PL37276		7440
PL37277	1997	1561
PL37278	1985	8511
PL37279	1999	9261
PL37280	1998	5170
PL37281	1999	1721
PL37282	2000	5248
PL37283	1998	8512
PL37284		5153
PL37285	1996	4521
PL37286	1997	7020
PL37287	2000	111
PL37288	1999	
PL37289	2000	7415
PL37291	2000	5211
PL37292	1999	3150
PL37293	1999	6712
PL37294	1999	
PL37295	2000	4523
PL37296	2000	1412
PL37298	1998	8512
PL37299	1998	8511
PL37300	1998	3614
PL37301	2000	7260
PL37302	1917	8514
PL37303	1999	5152
PL37304	1991	4521
PL37305	1996	5142
PL37306	1999	3120
PL37307	1994	4030
PL37308	2000	5263
PL37309	1994	4100
PL37310	1972	8511
PL37311	2000	6523
PL37312	1973	8511
PL37313	1998	5170
PL37314	1999	3430
PL37315	1998	2640
PL37316	1998	3614
PL37317		4100
PL37318	1999	2521
PL37319	1995	5153
PL37320	1998	8511
PL37321	1990	5010
PL37322	2000	7020
PL37323	1999	5146
PL37324	2000	2523
PL37325	1994	4521
PL37326	1998	7121
PL37327	2000	2951
PL37328	2000	2710
PL37329	1998	7420
PL3733	1984	5211
PL37330	1998	5170
PL37331	1990	7220
PL37332	1999	1711
PL37333	2000	2000
PL37334		5146
PL37335		5138
PL37337	1996	5010
PL37338	1996	6521
PL37339	1999	4521
PL3734	1846	1591
PL37340	1992	7482
PL37341	1991	7210
PL37342	1998	8511
PL37344		4521
PL37345	1998	7230
PL37346	1997	6720
PL37347	1990	1513
PL37348	1993	1010
PL37349	1998	8511
PL37350	1998	3430
PL37351	2000	5170
PL37352	1992	5170
PL37353	1996	5010
PL37354	1999	2940
PL37355	1993	7020
PL37356	1999	7031
PL37357	1999	4521
PL37358	1999	1520
PL37359	2000	4521
PL3736	1948	4521
PL37360		4521
PL37361	1997	5170
PL37362	1999	7260
PL37363	1842	8511
PL37364	1996	8511
PL37365	1993	5118
PL37366	2000	5134
PL37367	1999	1721
PL37368	1995	5146
PL37369	1997	2522
PL37370	1997	6420
PL37371	1998	8512
PL37372	1999	2951
PL37373	1999	5211
PL37374	1997	3614
PL37375	1993	7511
PL37376	1991	4010
PL37377	1998	2875
PL37378	1999	1552
PL37379	1999	6010
PL37380	1995	1571
PL37381	1994	5050
PL37382		8511
PL37383	1999	5050
PL37384	1998	8511
PL37385	2000	7230
PL37386	1998	8511
PL37387	1999	9262
PL37388	1993	
PL37389	1997	3220
PL37390	1998	8511
PL37391	1993	7011
PL37392	1998	8511
PL37393	1991	7420
PL37394	1999	22
PL37395	1999	6523
PL37396	1998	5170
PL37397	1998	5138
PL37398	1998	6420
PL37399	2000	5211
PL37400	1998	8511
PL37401		2952
PL37402	1894	8511
PL37403	1998	8511
PL37404	1998	8511
PL37405	1998	8511
PL37406	1990	4521
PL37407		2416
PL37408	1991	4521
PL37409	1999	7220
PL37410	1992	6420
PL37411	1950	7310
PL37412	1998	8511
PL37413	1995	8030
PL37414	1998	1592
PL37415	1997	4521
PL37416	1995	5511
PL37417	1998	1598
PL37418	2000	1822
PL37419	1999	2752
PL37420	2000	5010
PL37421	1999	2441
PL37422	1998	7020
PL37423	2000	7440
PL37424	1997	9301
PL37425	1994	1411
PL37426	1998	8511
PL37427	1996	2640
PL37428	1998	1552
PL37429	2000	6523
PL3743	1990	6340
PL37430	1998	7412
PL37431	1995	2010
PL37432	2000	4521
PL37433	1999	5170
PL37434	1999	5146
PL37435	1999	7484
PL37436	1975	7310
PL37437	1999	8511
PL37438	1998	
PL37439	1991	7412
PL37441	1999	8512
PL37442	2000	9240
PL37443	1992	4523
PL37444	2000	4100
PL37445	1891	8514
PL37446	1999	5010
PL37447	1997	2523
PL37448	1992	4521
PL37449	1999	2452
PL37450	1999	8511
PL37451	1998	8511
PL37452	1990	5170
PL37453	2000	4524
PL37454	1991	5170
PL37455	2000	7720
PL37456	2000	9261
PL37457	1999	7310
PL37458	1999	2651
PL37459	1997	7260
PL37460	1993	3310
PL37461	1999	7414
PL37462	1984	8511
PL37463	1988	7460
PL37464	1999	2851
PL37465	1992	5146
PL37466		1586
PL37467	1992	7530
PL37468	1996	2523
PL37469	1973	8511
PL37470	1991	5170
PL37471	1998	5155
PL37472	1998	3430
PL37473	1996	5511
PL37474	1991	5145
PL37475	1999	5151
PL37476	1997	3150
PL37478	2000	2811
PL37479	1999	1531
PL37480	1998	4521
PL37481	1996	7220
PL37482	1998	4010
PL37483	1995	1520
PL37484	2000	3720
PL37485	2000	7415
PL37486	1996	8512
PL37487	1990	2442
PL37488	2000	5153
PL37489	1999	7440
PL37490	1999	4521
PL37491	1998	8511
PL37493	2000	5248
PL37494		5170
PL37495	1990	7420
PL37496	1862	8511
PL37497	1999	2751
PL37498	1996	7420
PL37499	2000	2851
PL3750	1993	5143
PL37500	1908	8511
PL37501	1993	5144
PL37502	1999	4521
PL37503		
PL37504	2000	7450
PL37505	2000	7414
PL37506		4534
PL37507		7220
PL37508		5170
PL37509	2000	7413
PL3751	1991	2861
PL37510	1991	5248
PL37511	1888	8511
PL37513	1998	5170
PL37515	1998	8511
PL37516	1994	5118
PL37517		5170
PL37518	1999	5155
PL37519	1993	7121
PL3752	1938	3530
PL37520	1998	8511
PL37521	1999	2971
PL37522	1998	8511
PL37523	1937	8511
PL37524	1998	8511
PL37525	1999	5146
PL37526	1999	4010
PL37527	1996	5211
PL37529	1998	8511
PL3753	1991	1586
PL37530		8511
PL37531	1999	9262
PL37532		1581
PL37533	1992	111
PL37534		8512
PL37535		1930
PL37536	1998	8511
PL37537	1999	8514
PL37538	1996	4542
PL37539	1996	6420
PL37540	1998	8511
PL37541	2000	6523
PL37542	1999	6523
PL37543	1986	8511
PL37544	1993	4521
PL37545	1947	8514
PL37546	1947	7310
PL37547	1951	2442
PL37548		8514
PL37549	1991	1589
PL3755	1859	1910
PL37550	1999	8511
PL37551	1999	8512
PL37552	1998	8514
PL37553	1927	8511
PL37554	1998	1822
PL37555	1996	4521
PL37556	1995	5151
PL37557	1992	7484
PL37558	1995	1592
PL37559	1999	1520
PL3756	1994	1598
PL37560	1998	2811
PL37561	1993	1533
PL37562	2000	6713
PL37563	1990	5154
PL37564	1965	8511
PL37565	1998	2124
PL37566	1998	8511
PL37567	1994	7020
PL37568	1998	8511
PL37569	1998	5010
PL3757	1992	2710
PL37570	1996	5146
PL37571	2000	5153
PL37572	1855	8511
PL37573	1999	4523
PL37574	1978	3612
PL37575	1999	2951
PL37577	2000	6713
PL37578	1988	7460
PL37579	1997	8512
PL3758	1896	2710
PL37580	1948	8511
PL37581	1989	5134
PL37582	1999	8511
PL37583		1910
PL37584	1975	8511
PL37585	1998	8511
PL37586		5136
PL37587	1972	8511
PL37588	1984	8511
PL37589	1972	8511
PL3759	1975	2710
PL37590	1998	3511
PL37591		7415
PL37592	1999	1751
PL37593	1996	2863
PL37594	2000	1721
PL37595	1998	8511
PL37596	1998	8514
PL37597		6523
PL37598	1998	8511
PL37599	1912	8511
PL37600	2000	7220
PL37601	1948	8514
PL37602	1990	7414
PL37603	1993	7012
PL37604	1945	8511
PL37605		1551
PL37606	1991	2840
PL37607	1995	2851
PL37608	1972	8511
PL37609	1996	5145
PL37610	1993	5263
PL37611	1895	8511
PL37612	1998	8511
PL37613	1953	8511
PL37614	1999	2914
PL37616	1997	2811
PL37617	1997	5166
PL37618		5154
PL37619	1991	5138
PL37620	1998	7484
PL37621	2000	3650
PL37622	1999	1584
PL37623	1993	5144
PL37624	1999	7011
PL37626	2000	4534
PL37627	1990	6025
PL37628	1990	2010
PL37629	2000	7220
PL37630	1998	7484
PL37631	1975	4525
PL37632	1998	8511
PL37633	1997	7032
PL37634	1997	2521
PL37635		4534
PL37636	1994	2522
PL37637	1992	2430
PL37638	1990	2121
PL37639		1821
PL3764	1993	1582
PL37640	1998	5153
PL37641		8511
PL37642	1992	7220
PL37643	2000	7414
PL37645		7031
PL37646	1999	7031
PL37647	1888	2630
PL37648	1993	5151
PL37649	1999	5211
PL37650	1989	3320
PL37651	1940	8514
PL37652	1998	8511
PL37653	1998	4523
PL37654	1996	7140
PL37655	1993	5170
PL37656	1998	8511
PL37657	1999	5112
PL37658	1998	8511
PL37659	1998	8511
PL3766	1908	2513
PL37660	1989	6523
PL37661	2000	5263
PL37662	1990	6025
PL37663	1976	8512
PL37664	1999	8514
PL37665	1999	3330
PL37666	2000	1513
PL37667		
PL37668	1998	5118
PL37669		4523
PL37670	1998	130
PL37671	1999	7260
PL37672	1999	2320
PL37673	1997	2952
PL37674	1999	5164
PL37676	2001	5134
PL37677	1997	5119
PL37678	1996	3002
PL37679	1998	2522
PL3768	1988	4521
PL37680	1999	5164
PL37681	2000	6523
PL37682	1991	4534
PL37683	2000	4521
PL37685	2000	2420
PL37687	1992	201
PL37688	1999	6021
PL37689	1997	2615
PL37690	1999	5134
PL37692	1996	2613
PL37693	1998	8511
PL37694	1999	8511
PL37695	1990	5145
PL37696	1990	5121
PL37699	1992	7484
PL37700	1995	8511
PL37701	1981	8511
PL37702	1994	7460
PL37703	2000	7031
PL37704	2000	6521
PL37705		9262
PL37707	1999	5010
PL37708	1999	2751
PL37709	1999	8514
PL37710	1991	7220
PL37711		8514
PL37712	1981	8511
PL37713	1998	1740
PL37714	1972	8511
PL37715	1998	8511
PL37716	1999	2630
PL37717	1999	1585
PL37718	1999	2524
PL37719	1998	1551
PL3772	1992	4521
PL37720	1992	6340
PL37721	2000	2222
PL37723	1998	5170
PL37724	1999	5146
PL37726	1999	2875
PL37727	1995	5155
PL37728		2222
PL37729	1995	6312
PL37730	2000	2430
PL37731	2000	2051
PL37732	1997	5248
PL37733	2000	2441
PL37734	1999	5170
PL37736	1998	3430
PL37737	1996	3130
PL37738	1999	2954
PL37739	1989	5010
PL37740	1999	7032
PL37741	1996	3120
PL37742	1997	5112
PL37745	1999	2010
PL37746	1998	5211
PL37748	1995	5248
PL37749	1997	5170
PL37750	1993	6340
PL37751	1991	6521
PL37752	1997	5166
PL37753	1998	2415
PL37754	1997	4521
PL37756	1991	4521
PL37757	1993	515
PL37759	1992	3614
PL3776	1960	1712
PL37760	1993	7220
PL37762	1996	5119
PL37763	1999	8511
PL37765	1998	2661
PL37766	1999	7420
PL37767	1999	5151
PL37768	1995	7220
PL37769	2000	5170
PL3777	1823	2442
PL37770	1998	6720
PL37771	1991	7032
PL37772	1997	2112
PL37773	1995	1754
PL37774	1995	7220
PL37775	2000	7414
PL37776	1998	7411
PL37777	1994	2512
PL37778	1992	2521
PL37779	1990	1823
PL37780	1992	5138
PL37781	1999	4521
PL37782	1997	7012
PL37783	1990	7220
PL37784	1999	5170
PL37785	1999	2862
PL37786	1992	6521
PL37787		5511
PL37789	1991	4523
PL3779	1993	5153
PL37790	1999	4542
PL37791	1999	5242
PL37792	1998	4521
PL37793	1991	5134
PL37794	1999	1010
PL37795		2877
PL37796	1999	1582
PL37798	1993	5170
PL37799	1996	7484
PL37800	1999	3710
PL37801	1995	7440
PL37802	1998	7032
PL37803	1999	3511
PL37804	1995	5144
PL37805	1998	5152
PL37806	1997	7020
PL37807	1999	5170
PL37808	1990	5143
PL37809	1997	5170
PL3781	1991	2524
PL37810	1997	5170
PL37811	1998	5145
PL37812	1992	5143
PL37813	1991	8511
PL37814	1991	5540
PL37815	2000	7260
PL37816	1999	
PL37817	1999	
PL37818	1999	5170
PL3782	1990	5121
PL37820	1992	1533
PL37821	1991	8041
PL37822	1999	4531
PL37823	2000	7032
PL37824	1999	5143
PL37825	1998	5138
PL37826	1990	7011
PL37827	2000	3410
PL37828	1999	3410
PL3783	1992	5151
PL37830	1893	4100
PL37831	1994	5139
PL37832	2000	2911
PL37833	1991	7460
PL37834	1911	7511
PL37835	1990	5165
PL37836	1998	5165
PL37837	1998	8030
PL37838	2000	6021
PL37839	1999	4030
PL37840	1991	5157
PL37841	2000	5170
PL37842	1997	5170
PL37843	2000	123
PL37844	1997	5050
PL37845	2000	6025
PL37846	1999	4010
PL37847	1991	5151
PL37848	2000	5133
PL37849	1992	5134
PL37850	1992	5119
PL37851	1999	2320
PL37852	1985	2811
PL37853	1991	4100
PL37854	1999	1571
PL37855	1999	7032
PL37856	1997	1561
PL37857	1963	4524
PL37858	1998	3663
PL37859	1996	2661
PL37861	1996	7032
PL37862	1999	7032
PL37863	1901	8511
PL37864	1912	8511
PL37865	1999	7032
PL37866	1999	4521
PL37867	1999	5152
PL37868	1995	5170
PL37869	1947	1533
PL37870	1993	2212
PL37871	1998	7420
PL37872	1990	1511
PL37873	1994	5170
PL37874	1992	4030
PL37875	1998	3614
PL37876	1996	7031
PL37877	1998	5010
PL37878	1991	5050
PL37879	1999	5010
PL37880	1998	2121
PL37881	1997	2430
PL37882	1990	4531
PL37883	1990	8042
PL37884	1992	1533
PL37885	1997	9304
PL37886	1995	6523
PL37887	1992	5119
PL37888	2001	2863
PL37889	1998	1581
PL37890	2000	7414
PL37891	1990	4521
PL37892	1997	5119
PL37893	2001	4521
PL37894	2001	3230
PL37895		5138
PL37896	2000	2640
PL37897	1992	5511
PL37898	1998	7031
PL37899	2000	4100
PL3790	1990	5155
PL37900	2000	6111
PL37907	1991	2661
PL37908	1998	8030
PL37909	2000	5511
PL37910	2001	4523
PL37911		7220
PL37912	1998	7420
PL37913	1992	1570
PL37914	2001	7032
PL37915	2001	4010
PL37916	1997	6312
PL37917	2000	6021
PL37918	1998	5263
PL37919	1992	5121
PL3792	1990	5155
PL37922	2000	4030
PL37923	2000	7121
PL37924	1996	5010
PL37925	2000	7430
PL37926	1993	5170
PL37927	1955	7310
PL37928	1998	8511
PL37929	1975	7310
PL37930	1991	4521
PL37931	1990	4521
PL37932	1952	7310
PL37933	1948	8030
PL37934	1975	7310
PL37935	1990	5030
PL37936	1989	4521
PL37937	1995	4521
PL37939	1999	5020
PL37940	2000	2875
PL37941	1998	8511
PL37942	1926	8042
PL37943	1969	1551
PL37944	1947	1551
PL37945	1956	1551
PL37946	1963	7032
PL37947	1980	7032
PL37948	1978	7032
PL37949	1958	7032
PL3795	1975	5147
PL37950	1952	7032
PL37951	1945	1581
PL37952	1932	1595
PL37953	1929	5211
PL37954	1984	1581
PL37955	1962	5211
PL37956	1945	5212
PL37957	1993	1551
PL37958	1945	5138
PL37959	1982	5211
PL37960	1981	5212
PL37961	1951	2875
PL37963	1999	3161
PL37964	2000	7230
PL37965	1998	2522
PL37966	1999	1596
PL37967	1999	5165
PL37968	2000	6523
PL37969	1922	7032
PL37970	1946	5153
PL37971	1975	7032
PL37972	2000	4100
PL37974	1990	5144
PL37976	1972	7032
PL37977	1962	7032
PL37978	1990	1581
PL37979	1961	7032
PL37980	1994	7020
PL37981	1990	5227
PL37982	1931	5211
PL37984	1982	5211
PL37985	1982	7032
PL37986	1956	7032
PL37987		5211
PL37988	1945	5227
PL37989	1990	1591
PL37990	2001	4523
PL37991	1999	2320
PL37992	1998	2661
PL37993	1999	2522
PL37994	2001	5170
PL37995	1966	7032
PL37996	1965	7032
PL37997	1945	5211
PL37998	1959	7032
PL37999	1983	1551
PL38000	1967	7032
PL38001	1959	7032
PL38002	1984	5211
PL38003	1915	5211
PL38004	1945	5170
PL38005	1935	1551
PL38006	1963	7032
PL38008	1970	7032
PL38009	1958	7032
PL38010	1982	5211
PL38011	1981	7032
PL38012	1979	7032
PL38013	1975	1551
PL38014	1995	7032
PL38015	1920	1551
PL38016	1990	6330
PL38017	1960	5211
PL38018	1927	1551
PL38019	1975	1551
PL38021	1948	1581
PL38022	1945	5138
PL38023	1986	7032
PL38024	1990	5138
PL38025	1945	1551
PL38026	1975	1551
PL38027	1959	7032
PL38028	1959	7032
PL38029	1991	7032
PL38030	1958	7032
PL38031	1957	1551
PL38032	1950	130
PL38033	1905	5211
PL38034	1981	7032
PL38035	1983	7032
PL38036	1984	1581
PL38037	1978	7032
PL38038	1969	7032
PL38039	1986	7032
PL38041	1991	5134
PL38042	1965	7032
PL38043	1876	3662
PL38044	1948	7032
PL38045	1982	7032
PL38047	1995	1551
PL38048	1983	5212
PL38049	1951	9305
PL3805	1917	2430
PL38050	1953	1581
PL38051	1923	5211
PL38052	1950	1551
PL38053	1995	7032
PL38054	1993	7032
PL38056	1981	5211
PL38057	1995	7032
PL38058	1972	7032
PL38059	1995	7032
PL38060	1968	7032
PL38061	1996	7032
PL38062	1959	7032
PL38063	1959	7032
PL38065	1961	7032
PL38066	1958	7032
PL38067	1957	7032
PL38068	1922	7032
PL38069	2000	5155
PL38070	1994	7414
PL38071	2001	3002
PL38073	1998	1532
PL38074	2000	2875
PL38075	1999	5151
PL38076	1990	7032
PL38077	2000	7032
PL38079		3663
PL38081	1963	7032
PL38083	1975	7032
PL38084	1953	3614
PL38085	1951	1551
PL38086	1906	5211
PL38087	1945	5138
PL38088	1963	7023
PL38089	1959	1598
PL38090	1950	2524
PL38091	1960	7032
PL38092	1979	7032
PL38093	1997	5147
PL38094	1998	7110
PL38095	1993	4521
PL38096	1992	1511
PL38097	1996	2430
PL38098	1998	7460
PL38099	2000	7260
PL38100	1999	7420
PL38101	1983	5227
PL38102	2000	2710
PL38103	1998	5030
PL38104	1991	7460
PL38105	2000	2913
PL38106	2001	7220
PL38107	1995	5152
PL38110	1992	9000
PL38112	2000	2413
PL38113	1998	8511
PL38114	1996	7220
PL38116	1958	7032
PL38117	1957	7032
PL38118	1958	7032
PL38119	1958	7032
PL38120	1994	1551
PL38121	1095	7032
PL38123	2000	5170
PL38125	1965	7032
PL38126	1957	7032
PL38127	1960	7032
PL38128	1999	7032
PL38129	1999	5263
PL38132	1951	1600
PL38134	2000	6023
PL38135	1990	2630
PL38136	2000	2524
PL38137	1998	5138
PL38140	1998	7420
PL38142	2001	5511
PL3815	1870	3310
PL3821	1922	2613
PL3829	1993	1513
PL3832	1990	5170
PL3837	1894	1754
PL3845	1992	2524
PL3851		5170
PL3862	12/23/1994	1552
PL3865	1971	2873
PL3867	1991	3230
PL3874	1992	2662
PL3890	1991	2873
PL3895	1991	4010
PL3902	1950	5166
PL3913	1989	5212
PL3918	1990	5152
PL3924	1991	2661
PL3930	1964	1822
PL3933	1930	1551
PL3938	1951	3614
PL3939	1946	6120
PL3941	12/31/1991	1594
PL3942	1989	9271
PL3944	1991	1581
PL3947	1980	2922
PL3954	1980	2734
PL3959	1997	5138
PL3960	1988	2811
PL3961	1992	2640
PL3964	1991	2664
PL3965	1920	1589
PL3967	1964	7420
PL3974	1948	1722
PL3976	1989	4010
PL3978	1867	1596
PL3985	1971	1533
PL3987	1991	5242
PL3990	1962	7032
PL3992	1991	7020
PL3993	1951	5146
PL3997	1988	3720
PL4000	1991	5144
PL4002	9/1/1991	2622
PL4003	1945	1714
PL4004	1990	2523
PL4005	1961	2415
PL4008	1991	1552
PL4011	1992	5156
PL4013	1992	5170
PL4017	1991	2222
PL4018		5170
PL4026	1959	2611
PL4029	1828	2710
PL4034	1992	4521
PL4035	1958	1930
PL4047	1993	1513
PL4049	1956	5170
PL4060	1970	1930
PL4063	1986	7414
PL4064	1990	7230
PL4065	1992	5166
PL4070	1950	3120
PL4073	1990	2524
PL4086	1989	2922
PL4089	1862	2912
PL4091	1942	1754
PL4095	2/18/1991	2670
PL4099	1993	7020
PL4105	1920	1591
PL4110	1989	5153
PL4111	1946	5170
PL4116	1992	2830
PL4119	1982	1511
PL4123	1991	4524
PL4127	1911	2466
PL4129	1992	6025
PL4132	1989	5170
PL4137	1992	2952
PL4147	1946	1584
PL4155	1991	4531
PL4156	1989	5151
PL4158	1949	5030
PL4159	1945	4525
PL4160	1993	5153
PL4167	1946	7420
PL4169	1991	2212
PL4182	1992	5151
PL4183	1946	4521
PL4185	1957	501
PL4188	1947	4521
PL4189	1991	4521
PL4190	1989	5170
PL4192	1988	1822
PL4195	1991	7430
PL4196	1971	3410
PL4197	1965	2751
PL4201	1784	1592
PL4202		1591
PL4203	1956	2952
PL4206	1990	1582
PL4214	1992	2412
PL4217	1991	1571
PL4220	11/1/1992	3614
PL4222	1858	6340
PL4223	1992	2522
PL4224	1990	124
PL4230		2513
PL4231	1991	2612
PL4232	1989	5138
PL4238	1991	1531
PL4244	1991	1822
PL4253	1991	4521
PL4254	1991	7420
PL4255	1992	7415
PL4258	1989	7482
PL4260	1990	1533
PL4264	1991	1421
PL4265	1763	1582
PL4266	1904	1533
PL4277	1968	2614
PL4281	1990	2524
PL4285	1993	3220
PL4286		4521
PL4287	1953	4521
PL4288	1990	1020
PL4289	1937	2416
PL4290	1968	4030
PL4291	1993	4533
PL4297	1991	1571
PL4298	1992	2522
PL4305	1948	6523
PL4311	1990	2451
PL4312	1945	2721
PL4316	1993	7020
PL4318	1975	1511
PL4320	1962	2732
PL4328	1945	2924
PL4329	1990	7020
PL4332	1982	3614
PL4333	1951	6340
PL4336	1948	4521
PL4337	1992	2466
PL4338	1991	1571
PL4346	1991	7020
PL4350	1946	7310
PL4358	1918	3120
PL4359	1905	2914
PL4360	1993	2523
PL4361	1991	5170
PL4372	1991	5146
PL4375	1991	2682
PL4381	1989	2523
PL4384	1989	5511
PL4394	1928	1591
PL4403	4/1/1992	4525
PL4407	1869	3614
PL4408	1972	2956
PL4409	1954	5020
PL4410	1948	3410
PL4411	1946	3511
PL4413	1990	5170
PL4415	1989	7220
PL4416	1869	1584
PL4419	1887	2613
PL4427	1991	7220
PL4438	1952	2811
PL4441	1948	4531
PL4444	1968	4010
PL4446	1952	2954
PL4455	1992	1533
PL4456	1991	5152
PL4457	1949	2651
PL4458	1/1/1991	1533
PL4462	1991	3614
PL4470	1946	2613
PL4479	1957	2413
PL4481	1993	1822
PL4482	1927	4010
PL4486	1968	4525
PL4487	1990	7484
PL4491		3542
PL4492	1992	1594
PL4495	1973	4534
PL4500	1993	2112
PL4508	1991	4521
PL4510	1945	1533
PL4512	1990	5146
PL4513	1924	1754
PL4514	1945	5155
PL4515	1990	5146
PL4516	1993	5165
PL4526	1877	3430
PL4527	1887	3614
PL4528	1953	3710
PL4529	1991	4521
PL4532	1991	5212
PL4534	1992	4531
PL4538	1992	1430
PL4541	1976	6111
PL4542	1975	2952
PL4544	1992	1582
PL4546	1970	1532
PL4547	1991	5151
PL4548	1992	5145
PL4550	1992	4100
PL4551	1992	3410
PL4559	1989	1533
PL4561	1946	3430
PL4563	1947	2952
PL4565	1990	4010
PL4568	1958	6010
PL4569	1930	2626
PL4570	1993	2651
PL4574	1991	9000
PL4575	1910	1582
PL4577	1945	1754
PL4578		5010
PL4580	1880	1533
PL4582	1959	2523
PL4584	1991	6420
PL4588	1950	4521
PL4590	1983	6120
PL4598	1963	4531
PL4602	1993	7414
PL4603	1992	5138
PL4608	1846	1751
PL4615	1990	4100
PL4617	1949	4524
PL4618	1991	4521
PL4619	1878	1760
PL4622	1925	3140
PL4623	1993	1584
PL4627	1993	9212
PL4628	1986	9211
PL4629	1991	7440
PL4631		1722
PL4632	1991	2611
PL4634	1959	1774
PL4637	1992	4521
PL4638	1968	2912
PL4640	1950	1722
PL4642	1992	5165
PL4647	1908	2512
PL4648	1991	5151
PL4650	1929	1596
PL4652	1883	7414
PL4654	1946	2112
PL4655	1991	4523
PL4660	1993	1571
PL4661	1948	2452
PL4662	1926	6010
PL4663	1952	2875
PL4668	1992	2822
PL4669	1990	2523
PL4670	1963	2682
PL4674	1992	5134
PL4675	1923	3130
PL4677	1966	7032
PL4678	1949	2652
PL4679	1990	5170
PL4680	1974	2871
PL4681	1974	2851
PL4686	1989	141
PL4687	1967	4521
PL4688	1992	2922
PL4690	1928	3130
PL4696	1949	5146
PL4698	1991	2451
PL4704	1988	4030
PL4708	1973	2811
PL4711	1991	4521
PL4715	1848	1596
PL4716	1992	1411
PL4717	1920	2513
PL4720	1957	2873
PL4722	1950	4521
PL4723	1946	2932
PL4724	1854	1751
PL4725	1929	2923
PL4728	1945	4030
PL4729	1993	121
PL4731	1989	5248
PL4738	1991	6311
PL4740	1933	2441
PL4742	1993	3002
PL4743	1889	1717
PL4745	1948	1512
PL4748	1990	3611
PL4751	1933	1582
PL4752	1993	5147
PL4755	1950	2924
PL4756	1959	1822
PL4760	1991	3310
PL4762	1990	7420
PL4763	1917	2940
PL4764	1953	2912
